MMS Id,ISSN,Aleph Number,Network Number,Material Type
990030256670302486,0552-7015,(Aleph)003025667EMU01,(OCoLC)3423941,Bound Issue
990030261010302486,,(Aleph)003026101EMU01,(OCoLC)775353125,Bound Issue
990030261640302486,0738-517X,(Aleph)003026164EMU01,(OCoLC)2635700,Bound Issue
990030262520302486,,(Aleph)003026252EMU01,(OCoLC)720039327,Bound Issue
990030262740302486,0381-937X,(Aleph)003026274EMU01,(OCoLC)2218057,Bound Issue
990030264170302486,,(Aleph)003026417EMU01,(OCoLC)30756703,Bound Issue
990030264350302486,,(Aleph)003026435EMU01,(OCoLC)28208238,Bound Issue
990030264470302486,,(Aleph)003026447EMU01,(OCoLC)27832986,Bound Issue
990030264700302486,0276-0436,(Aleph)003026470EMU01,(OCoLC)7318365,Bound Issue
990030264880302486,,(Aleph)003026488EMU01,(OCoLC)27748356,Bound Issue
990030264930302486,,(Aleph)003026493EMU01,(OCoLC)28032984,Bound Issue
990030266210302486,,(Aleph)003026621EMU01,(OCoLC)214951982,Bound Issue
990030273000302486,,(Aleph)003027300EMU01,(OCoLC)775601286,Bound Issue
990030275300302486,,(Aleph)003027530EMU01,(OCoLC)40370485,Bound Issue
990030277610302486,,(Aleph)003027761EMU01,(OCoLC)702616064,Bound Issue
990030279240302486,,(Aleph)003027924EMU01,(OCoLC)3552231,Bound Issue
990030280010302486,2009-2113,(Aleph)003028001EMU01,(OCoLC)9615097,Bound Issue
990030281720302486,,(Aleph)003028172EMU01,(OCoLC)32113421,Bound Issue
990030282460302486,,(Aleph)003028246EMU01,(OCoLC)1763196,Bound Issue
990030283230302486,,(Aleph)003028323EMU01,(OCoLC)3426913,Bound Issue
990030284150302486,,(Aleph)003028415EMU01,(OCoLC)776146528,Bound Issue
990030285640302486,,(Aleph)003028564EMU01,(OCoLC)776192794,Bound Issue
990030286930302486,,(Aleph)003028693EMU01,(OCoLC)776588337,Bound Issue
990030287320302486,,(Aleph)003028732EMU01,(OCoLC)34594987,Bound Issue
990030289010302486,,(Aleph)003028901EMU01,(OCoLC)224498996,Bound Issue
990030289170302486,,(Aleph)003028917EMU01,(OCoLC)12539853,Bound Issue
990030292540302486,0480-6697; 1550-0357,(Aleph)003029254EMU01,(OCoLC)54984379,Bound Issue
990030296810302486,,(Aleph)003029681EMU01,(OCoLC)733091017,Bound Issue
990030308060302486,,(Aleph)003030806EMU01,(OCoLC)1751582,Bound Issue
990030308320302486,,(Aleph)003030832EMU01,(OCoLC)777404239,Bound Issue
990030308520302486,,(Aleph)003030852EMU01,(OCoLC)2452747,Bound Issue
990030340280302486,,(Aleph)003034028EMU01,(OCoLC)3006667,Bound Issue
990030340620302486,0736-4628,(Aleph)003034062EMU01,(OCoLC)3006702,Bound Issue
990030363880302486,,(Aleph)003036388EMU01,No OCLC Number Available,Bound Issue
990030371270302486,,(Aleph)003037127EMU01,(OCoLC)772079547,Bound Issue
990030372290302486,,(Aleph)003037229EMU01,(OCoLC)4139359,Bound Issue
990030395510302486,,(Aleph)003039551EMU01,No OCLC Number Available,Bound Issue
990030397600302486,0033-4111,(Aleph)003039760EMU01,(OCoLC)13863782,Bound Issue
990030403040302486,,(Aleph)003040304EMU01,(OCoLC)27448531,Bound Issue
990030405320302486,0074-4565,(Aleph)003040532EMU01,(OCoLC)503315753,Bound Issue
990030407360302486,0194-4231,(Aleph)003040736EMU01,(OCoLC)3350193,Bound Issue
990030407500302486,0481-2204; 0033-586X,(Aleph)003040750EMU01,(OCoLC)1588425,Bound Issue
990030407860302486,,(Aleph)003040786EMU01,(OCoLC)3427098,Bound Issue
990030408000302486,0735-6536,(Aleph)003040800EMU01,(OCoLC)9038806,Bound Issue
990030409200302486,,(Aleph)003040920EMU01,(OCoLC)3427130,Bound Issue
990030447550302486,0888-9007,(Aleph)003044755EMU01,(OCoLC)13447411,Bound Issue
990030472470302486,,(Aleph)003047247EMU01,(OCoLC)779411860,Bound Issue
990030486420302486,0954-0245,(Aleph)003048642EMU01,(OCoLC)22921927,Bound Issue
990030487880302486,,(Aleph)003048788EMU01,(OCoLC)779626305,Bound Issue
990030488790302486,,(Aleph)003048879EMU01,(OCoLC)779844821,Bound Issue
990030488810302486,,(Aleph)003048881EMU01,(OCoLC)779847139,Bound Issue
990030489500302486,2152-9841,(Aleph)003048950EMU01,(OCoLC)229450298,Bound Issue
990030490620302486,,(Aleph)003049062EMU01,(OCoLC)779936869,Bound Issue
990030497640302486,,(Aleph)003049764EMU01,(OCoLC)9689922,Bound Issue
990030497910302486,0079-919X,(Aleph)003049791EMU01,(OCoLC)5118885,Bound Issue
990030498430302486,0509-6081,(Aleph)003049843EMU01,(OCoLC)1646373,Bound Issue
990030502370302486,,(Aleph)003050237EMU01,(OCoLC)17312509,Bound Issue
990030504240302486,,(Aleph)003050424EMU01,(OCoLC)780436198,Bound Issue
990030510080302486,,(Aleph)003051008EMU01,(OCoLC)2266700,Bound Issue
990030510550302486,0018-7437,(Aleph)003051055EMU01,(OCoLC)1763319,Bound Issue
990030510870302486,,(Aleph)003051087EMU01,(OCoLC)1912777,Bound Issue
990030511700302486,,(Aleph)003051170EMU01,(OCoLC)780448891,Bound Issue
990030519870302486,,(Aleph)003051987EMU01,(OCoLC)3427226,Bound Issue
990030521910302486,0033-6394,(Aleph)003052191EMU01,(OCoLC)3427250,Bound Issue
990030525540302486,,(Aleph)003052554EMU01,(OCoLC)34163511,Bound Issue
990030556980302486,,(Aleph)003055698EMU01,(OCoLC)1442973,Bound Issue
990030563950302486,0740-0144,(Aleph)003056395EMU01,(OCoLC)9860525,Bound Issue
990030565860302486,,(Aleph)003056586EMU01,(OCoLC)781790085,Bound Issue
990030590460302486,,(Aleph)003059046EMU01,(OCoLC)4578331,Bound Issue
990030590650302486,0148-0162,(Aleph)003059065EMU01,(OCoLC)3256345,Bound Issue
990030630900302486,1463-984X,(Aleph)003063090EMU01,(OCoLC)37576927,Bound Issue
990030634370302486,0283-3689,(Aleph)003063437EMU01,(OCoLC)710835088,Bound Issue
990030643870302486,,(Aleph)003064387EMU01,(OCoLC)781961534,Bound Issue
990030653240302486,1197-6322,(Aleph)003065324EMU01,(OCoLC)29810099,Bound Issue
990030653370302486,0742-2768,(Aleph)003065337EMU01,(OCoLC)10304157,Bound Issue
990030653570302486,,(Aleph)003065357EMU01,(OCoLC)702891450,Bound Issue
990030654770302486,1097-9301,(Aleph)003065477EMU01,(OCoLC)38402150,Bound Issue
990030657220302486,1203-0287,(Aleph)003065722EMU01,(OCoLC)36492724,Bound Issue
990030666280302486,,(Aleph)003066628EMU01,(OCoLC)16724000,Bound Issue
990030668260302486,1945-3779,(Aleph)003066826EMU01,No OCLC Number Available,Bound Issue
990030669030302486,0143-9863,(Aleph)003066903EMU01,(OCoLC)25636380,Bound Issue
990030669230302486,0740-3623,(Aleph)003066923EMU01,(OCoLC)9940951,Bound Issue
990030670390302486,0360-7895,(Aleph)003067039EMU01,(OCoLC)1866369,Bound Issue
990030670670302486,,(Aleph)003067067EMU01,(OCoLC)25975504,Bound Issue
990030671400302486,,(Aleph)003067140EMU01,(OCoLC)18761697,Bound Issue
990030672100302486,1521-2483,(Aleph)003067210EMU01,(OCoLC)39735423,Bound Issue
990030673330302486,,(Aleph)003067333EMU01,(OCoLC)14083784,Bound Issue
990030673470302486,1467-1468,(Aleph)003067347EMU01,(OCoLC)226021414,Bound Issue
990030673480302486,,(Aleph)003067348EMU01,(OCoLC)710060624,Bound Issue
990030673730302486,,(Aleph)003067373EMU01,(OCoLC)62462564,Bound Issue
990030674620302486,0143-0122,(Aleph)003067462EMU01,(OCoLC)13450183,Bound Issue
990030675590302486,,(Aleph)003067559EMU01,(OCoLC)61310792,Bound Issue
990030675650302486,,(Aleph)003067565EMU01,(OCoLC)1645978,Bound Issue
990030676390302486,,(Aleph)003067639EMU01,(OCoLC)25958868,Bound Issue
990030676820302486,,(Aleph)003067682EMU01,(OCoLC)412412144,Bound Issue
990030678730302486,,(Aleph)003067873EMU01,(OCoLC)25958896,Bound Issue
990030682080302486,2159-1997,(Aleph)003068208EMU01,(OCoLC)693953085,Bound Issue
990030684580302486,0300-6425,(Aleph)003068458EMU01,(OCoLC)1330063,Bound Issue
990030685080302486,0888-4757,(Aleph)003068508EMU01,(OCoLC)5338569,Bound Issue
990030688310302486,0883-0126,(Aleph)003068831EMU01,(OCoLC)11672283,Bound Issue
990030688420302486,,(Aleph)003068842EMU01,(OCoLC)221746848,Bound Issue
990030688900302486,,(Aleph)003068890EMU01,(OCoLC)829689027,Bound Issue
990030689280302486,0034-1967,(Aleph)003068928EMU01,(OCoLC)1643536,Bound Issue
990030691740302486,,(Aleph)003069174EMU01,(OCoLC)1476460,Bound Issue
990030692040302486,0140-3133,(Aleph)003069204EMU01,(OCoLC)34163643,Bound Issue
990030692240302486,,(Aleph)003069224EMU01,(OCoLC)166590105,Bound Issue
990030744570302486,0742-454X,(Aleph)003074457EMU01,(OCoLC)2844188,Bound Issue
990030744980302486,0306-056X,(Aleph)003074498EMU01,(OCoLC)5308806,Bound Issue
990030745370302486,0308-6852,(Aleph)003074537EMU01,(OCoLC)6852776,Bound Issue
990030776930302486,,(Aleph)003077693EMU01,(OCoLC)26067925,Bound Issue
990030778150302486,0034-2149,(Aleph)003077815EMU01,(OCoLC)3429891,Bound Issue
990030778460302486,,(Aleph)003077846EMU01,(OCoLC)787867600,Bound Issue
990030780370302486,0225-2104,(Aleph)003078037EMU01,(OCoLC)6272783,Bound Issue
990030783340302486,,(Aleph)003078334EMU01,(OCoLC)25104456,Bound Issue
990030783440302486,,(Aleph)003078344EMU01,(OCoLC)3429961,Bound Issue
990030798780302486,,(Aleph)003079878EMU01,(OCoLC)650867003,Bound Issue
990030800630302486,,(Aleph)003080063EMU01,(OCoLC)28692265,Bound Issue
990030801100302486,,(Aleph)003080110EMU01,(OCoLC)789668963,Bound Issue
990030802070302486,,(Aleph)003080207EMU01,(OCoLC)63200928,Bound Issue
990030802310302486,,(Aleph)003080231EMU01,(OCoLC)499814417,Bound Issue
990030803040302486,1197-8279,(Aleph)003080304EMU01,(OCoLC)2252188,Bound Issue
990030807470302486,,(Aleph)003080747EMU01,(OCoLC)670429269,Bound Issue
990030813720302486,,(Aleph)003081372EMU01,(OCoLC)2266835,Bound Issue
990030813920302486,,(Aleph)003081392EMU01,(OCoLC)27152982,Bound Issue
990030821830302486,,(Aleph)003082183EMU01,(OCoLC)694196898,Bound Issue
990030822250302486,,(Aleph)003082225EMU01,(OCoLC)792944716,Bound Issue
990030824640302486,,(Aleph)003082464EMU01,(OCoLC)7521518,Bound Issue
990030824880302486,,(Aleph)003082488EMU01,(OCoLC)4600156,Bound Issue
990030825190302486,,(Aleph)003082519EMU01,(OCoLC)5737866,Bound Issue
990030825730302486,0034-4133,(Aleph)003082573EMU01,(OCoLC)1763676,Bound Issue
990030827280302486,0512-5375,(Aleph)003082728EMU01,(OCoLC)1769914,Bound Issue
990030833880302486,,(Aleph)003083388EMU01,(OCoLC)53345562,Bound Issue
990030834270302486,,(Aleph)003083427EMU01,(OCoLC)793203102,Bound Issue
990030836090302486,,(Aleph)003083609EMU01,(OCoLC)40745998,Bound Issue
990030836460302486,,(Aleph)003083646EMU01,(OCoLC)778781385,Bound Issue
990030836590302486,,(Aleph)003083659EMU01,(OCoLC)2266845,Bound Issue
990030840790302486,,(Aleph)003084079EMU01,(OCoLC)25745025,Bound Issue
990030843360302486,,(Aleph)003084336EMU01,(OCoLC)5156587,Bound Issue
990030845080302486,,(Aleph)003084508EMU01,(OCoLC)793326415,Bound Issue
990030845090302486,,(Aleph)003084509EMU01,(OCoLC)36081248,Bound Issue
990030858680302486,,(Aleph)003085868EMU01,(OCoLC)793383529,Bound Issue
990030862360302486,0486-5421,(Aleph)003086236EMU01,(OCoLC)2488563,Bound Issue
990030863280302486,,(Aleph)003086328EMU01,(OCoLC)720086148,Bound Issue
990030874050302486,,(Aleph)003087405EMU01,(OCoLC)919138375,Bound Issue
990030910780302486,,(Aleph)003091078EMU01,No OCLC Number Available,Bound Issue
990030942570302486,,(Aleph)003094257EMU01,(OCoLC)52473433,Bound Issue
990030947940302486,,(Aleph)003094794EMU01,(OCoLC)70896579,Bound Issue
990030948290302486,,(Aleph)003094829EMU01,(OCoLC)794003495,Bound Issue
990030958460302486,1532-3242,(Aleph)003095846EMU01,(OCoLC)45278476,Bound Issue
990030959790302486,2171-620X,(Aleph)003095979EMU01,(OCoLC)753561985,Bound Issue
990030983330302486,0037-5306,(Aleph)003098333EMU01,(OCoLC)2564696,Bound Issue
990031009430302486,,(Aleph)003100943EMU01,(OCoLC)367650395,Bound Issue
990031010650302486,,(Aleph)003101065EMU01,(OCoLC)6691559,Bound Issue
990031011760302486,,(Aleph)003101176EMU01,(OCoLC)23273249,Bound Issue
990031013250302486,,(Aleph)003101325EMU01,(OCoLC)4554129,Bound Issue
990031013390302486,0072-8705; 2164-7194,(Aleph)003101339EMU01,(OCoLC)761396706,Bound Issue
990031014020302486,,(Aleph)003101402EMU01,(OCoLC)794503763,Bound Issue
990031014560302486,1915-4968,(Aleph)003101456EMU01,(OCoLC)73174024,Bound Issue
990031020520302486,1837-0691,(Aleph)003102052EMU01,(OCoLC)575326900,Bound Issue
990031022900302486,,(Aleph)003102290EMU01,(OCoLC)22198121,Bound Issue
990031027740302486,,(Aleph)003102774EMU01,(OCoLC)17427922,Bound Issue
990031028890302486,1047-0999; 2167-535X,(Aleph)003102889EMU01,(OCoLC)747098858,Bound Issue
990031029840302486,,(Aleph)003102984EMU01,(OCoLC)1645639,Bound Issue
990031029940302486,2048-3430,(Aleph)003102994EMU01,(OCoLC)772839769,Bound Issue
990031030570302486,2048-3449,(Aleph)003103057EMU01,(OCoLC)772549150,Bound Issue
990031030750302486,,(Aleph)003103075EMU01,(OCoLC)20642594,Bound Issue
990031031750302486,,(Aleph)003103175EMU01,(OCoLC)4601417,Bound Issue
990031033020302486,0484-4539,(Aleph)003103302EMU01,(OCoLC)3434504,Bound Issue
990031033580302486,,(Aleph)003103358EMU01,(OCoLC)14197324,Bound Issue
990031035960302486,,(Aleph)003103596EMU01,(OCoLC)3320921,Bound Issue
990031036550302486,,(Aleph)003103655EMU01,(OCoLC)183318601,Bound Issue
990031038080302486,,(Aleph)003103808EMU01,(OCoLC)50576353,Bound Issue
990031042980302486,0275-245X,(Aleph)003104298EMU01,(OCoLC)1763845,Bound Issue
990031094340302486,0360-7860,(Aleph)003109434EMU01,(OCoLC)1321275,Bound Issue
990031095060302486,,(Aleph)003109506EMU01,(OCoLC)1869261,Bound Issue
990031095170302486,,(Aleph)003109517EMU01,(OCoLC)21983357,Bound Issue
990031099080302486,0701-1989,(Aleph)003109908EMU01,(OCoLC)3409866,Bound Issue
990031102760302486,1521-8414,(Aleph)003110276EMU01,(OCoLC)39960079,Bound Issue
990031103200302486,,(Aleph)003110320EMU01,(OCoLC)19227076,Bound Issue
990031106780302486,,(Aleph)003110678EMU01,(OCoLC)794979214,Bound Issue
990031107650302486,0268-5981,(Aleph)003110765EMU01,(OCoLC)12993011,Bound Issue
990031108820302486,,(Aleph)003110882EMU01,(OCoLC)227490653,Bound Issue
990031110330302486,,(Aleph)003111033EMU01,(OCoLC)795137047,Bound Issue
990031110790302486,,(Aleph)003111079EMU01,(OCoLC)173765821,Bound Issue
990031112550302486,,(Aleph)003111255EMU01,(OCoLC)795249858,Bound Issue
990031113720302486,0557-1227,(Aleph)003111372EMU01,(OCoLC)3434710,Bound Issue
990031120270302486,,(Aleph)003112027EMU01,(OCoLC)181691841,Bound Issue
990031120700302486,1523-343X; 2151-3864,(Aleph)003112070EMU01,(OCoLC)232576660,Bound Issue
990031125380302486,2192-0281,(Aleph)003112538EMU01,(OCoLC)671298800,Bound Issue
990031125750302486,2049-2197,(Aleph)003112575EMU01,(OCoLC)768995369,Bound Issue
990031126000302486,2050-0351,(Aleph)003112600EMU01,(OCoLC)782985260,Bound Issue
990031126030302486,,(Aleph)003112603EMU01,(OCoLC)794295689,Bound Issue
990031127210302486,0743-4154,(Aleph)003112721EMU01,(OCoLC)10513955,Bound Issue
990031133560302486,0557-1472,(Aleph)003113356EMU01,(OCoLC)2556019,Bound Issue
990031133770302486,0148-3730,(Aleph)003113377EMU01,(OCoLC)3295382,Bound Issue
990031135870302486,,(Aleph)003113587EMU01,(OCoLC)22153652,Bound Issue
990031136880302486,,(Aleph)003113688EMU01,(OCoLC)795574669,Bound Issue
990031137640302486,,(Aleph)003113764EMU01,(OCoLC)3435302,Bound Issue
990031137890302486,,(Aleph)003113789EMU01,(OCoLC)8773017,Bound Issue
990031143830302486,,(Aleph)003114383EMU01,(OCoLC)4683763,Bound Issue
990031145010302486,,(Aleph)003114501EMU01,(OCoLC)3437395,Bound Issue
990031145440302486,,(Aleph)003114544EMU01,(OCoLC)5160939,Bound Issue
990031145700302486,,(Aleph)003114570EMU01,(OCoLC)173763329,Bound Issue
990031146140302486,,(Aleph)003114614EMU01,(OCoLC)3429272,Bound Issue
990031146480302486,,(Aleph)003114648EMU01,(OCoLC)3437448,Bound Issue
990031148940302486,1948-1012,(Aleph)003114894EMU01,(OCoLC)317987623,Bound Issue
990031162200302486,,(Aleph)003116220EMU01,(OCoLC)21256682,Bound Issue
990031162320302486,0316-1609,(Aleph)003116232EMU01,(OCoLC)2248303,Bound Issue
990031167260302486,,(Aleph)003116726EMU01,(OCoLC)69649664,Bound Issue
990031167430302486,1432-4431,(Aleph)003116743EMU01,(OCoLC)34742596,Bound Issue
990031167610302486,,(Aleph)003116761EMU01,(OCoLC)70866058,Bound Issue
990031167770302486,,(Aleph)003116777EMU01,(OCoLC)3437509,Bound Issue
990031168330302486,2192-2276,(Aleph)003116833EMU01,(OCoLC)782056513,Bound Issue
990031168380302486,,(Aleph)003116838EMU01,(OCoLC)757315888,Bound Issue
990031168430302486,,(Aleph)003116843EMU01,(OCoLC)729257395,Bound Issue
990031168670302486,,(Aleph)003116867EMU01,(OCoLC)3437582,Bound Issue
990031168800302486,0898-9656,(Aleph)003116880EMU01,(OCoLC)17332323,Bound Issue
990031171340302486,2072-6864,(Aleph)003117134EMU01,(OCoLC)663115184,Bound Issue
990031175470302486,,(Aleph)003117547EMU01,(OCoLC)228454428,Bound Issue
990031177450302486,,(Aleph)003117745EMU01,(OCoLC)7489525,Bound Issue
990031181290302486,,(Aleph)003118129EMU01,(OCoLC)796813183,Bound Issue
990031181380302486,,(Aleph)003118138EMU01,(OCoLC)3437735,Bound Issue
990031181760302486,,(Aleph)003118176EMU01,(OCoLC)476075429,Bound Issue
990031183290302486,,(Aleph)003118329EMU01,(OCoLC)10943577,Bound Issue
990031184660302486,,(Aleph)003118466EMU01,(OCoLC)5210470,Bound Issue
990031184800302486,0378-8180,(Aleph)003118480EMU01,(OCoLC)3874222,Bound Issue
990031185890302486,0581-2844,(Aleph)003118589EMU01,(OCoLC)4728439,Bound Issue
990031187030302486,,(Aleph)003118703EMU01,(OCoLC)2921461,Bound Issue
990031187550302486,,(Aleph)003118755EMU01,(OCoLC)797175860,Bound Issue
990031188150302486,,(Aleph)003118815EMU01,(OCoLC)653006468,Bound Issue
990031189020302486,,(Aleph)003118902EMU01,(OCoLC)27135657,Bound Issue
990031251830302486,,(Aleph)003125183EMU01,(OCoLC)27858586,Bound Issue
990031251980302486,,(Aleph)003125198EMU01,(OCoLC)9900619,Bound Issue
990031252360302486,1538-0556,(Aleph)003125236EMU01,(OCoLC)42766356,Bound Issue
990031256690302486,1947-444X,(Aleph)003125669EMU01,(OCoLC)308362132,Bound Issue
990031258960302486,,(Aleph)003125896EMU01,(OCoLC)747860115,Bound Issue
990031261790302486,,(Aleph)003126179EMU01,(OCoLC)36637323,Bound Issue
990031335190302486,,(Aleph)003133519EMU01,(OCoLC)773927857,Bound Issue
990031338290302486,0278-5668,(Aleph)003133829EMU01,(OCoLC)3438120,Bound Issue
990031350560302486,2141-8179,(Aleph)003135056EMU01,(OCoLC)724603211,Bound Issue
990031350600302486,,(Aleph)003135060EMU01,(OCoLC)32336481,Bound Issue
990031350650302486,,(Aleph)003135065EMU01,(OCoLC)441681927,Bound Issue
990031381350302486,,(Aleph)003138135EMU01,(OCoLC)5132988,Bound Issue
990031381360302486,0007-2869,(Aleph)003138136EMU01,(OCoLC)4412203,Bound Issue
990031383130302486,,(Aleph)003138313EMU01,(OCoLC)10327591,Bound Issue
990031383300302486,0899-9848,(Aleph)003138330EMU01,(OCoLC)18282989,Bound Issue
990031385610302486,0271-2342,(Aleph)003138561EMU01,(OCoLC)6577453,Bound Issue
990031386620302486,0558-7107,(Aleph)003138662EMU01,(OCoLC)3441413,Bound Issue
990031387440302486,,(Aleph)003138744EMU01,(OCoLC)34270319,Bound Issue
990031387490302486,,(Aleph)003138749EMU01,(OCoLC)14955998,Bound Issue
990031388260302486,0310-4273,(Aleph)003138826EMU01,(OCoLC)3441458,Bound Issue
990031389780302486,,(Aleph)003138978EMU01,(OCoLC)747035551,Bound Issue
990031390970302486,,(Aleph)003139097EMU01,(OCoLC)3441473,Bound Issue
990031392080302486,,(Aleph)003139208EMU01,(OCoLC)700948903,Bound Issue
990031392100302486,,(Aleph)003139210EMU01,(OCoLC)803924018,Bound Issue
990031392190302486,1623-6572,(Aleph)003139219EMU01,(OCoLC)50564657,Bound Issue
990031410320302486,,(Aleph)003141032EMU01,(OCoLC)224044630,Bound Issue
990031412080302486,,(Aleph)003141208EMU01,(OCoLC)4441853,Bound Issue
990031412440302486,,(Aleph)003141244EMU01,(OCoLC)12412116,Bound Issue
990031412730302486,,(Aleph)003141273EMU01,(OCoLC)805389671,Bound Issue
990031412750302486,,(Aleph)003141275EMU01,(OCoLC)214474609,Bound Issue
990031413680302486,,(Aleph)003141368EMU01,(OCoLC)805406156,Bound Issue
990031415280302486,0092-9425,(Aleph)003141528EMU01,(OCoLC)1791362,Bound Issue
990031415590302486,,(Aleph)003141559EMU01,(OCoLC)3440855,Bound Issue
990031415700302486,,(Aleph)003141570EMU01,(OCoLC)805564097,Bound Issue
990031415940302486,,(Aleph)003141594EMU01,(OCoLC)805572789,Bound Issue
990031424520302486,,(Aleph)003142452EMU01,(OCoLC)17541553,Bound Issue
990031425920302486,,(Aleph)003142592EMU01,(OCoLC)805937230,Bound Issue
990031426370302486,,(Aleph)003142637EMU01,(OCoLC)1640883,Bound Issue
990031426560302486,,(Aleph)003142656EMU01,(OCoLC)3440942,Bound Issue
990031427480302486,0196-2884,(Aleph)003142748EMU01,(OCoLC)5789506,Bound Issue
990031428090302486,,(Aleph)003142809EMU01,(OCoLC)903395450,Bound Issue
990031428740302486,,(Aleph)003142874EMU01,(OCoLC)805951830,Bound Issue
990031430470302486,,(Aleph)003143047EMU01,(OCoLC)38345968,Bound Issue
990031431220302486,,(Aleph)003143122EMU01,(OCoLC)3441166,Bound Issue
990031431380302486,0897-1803,(Aleph)003143138EMU01,(OCoLC)13622029,Bound Issue
990031431530302486,1027-4375,(Aleph)003143153EMU01,(OCoLC)41417956,Bound Issue
990031431550302486,1545-5025,(Aleph)003143155EMU01,(OCoLC)52559748,Bound Issue
990031434930302486,,(Aleph)003143493EMU01,(OCoLC)806230699,Bound Issue
990031435480302486,,(Aleph)003143548EMU01,(OCoLC)145388240,Bound Issue
990031435850302486,,(Aleph)003143585EMU01,(OCoLC)191229673,Bound Issue
990031436230302486,,(Aleph)003143623EMU01,(OCoLC)21929408,Bound Issue
990031437680302486,,(Aleph)003143768EMU01,(OCoLC)775750892,Bound Issue
990031438330302486,,(Aleph)003143833EMU01,(OCoLC)806331942,Bound Issue
990031439020302486,,(Aleph)003143902EMU01,(OCoLC)806355296,Bound Issue
990031462650302486,,(Aleph)003146265EMU01,(OCoLC)807244230,Bound Issue
990031462960302486,0269-0179,(Aleph)003146296EMU01,(OCoLC)23116817,Bound Issue
990031463080302486,0037-2471,(Aleph)003146308EMU01,(OCoLC)1765401,Bound Issue
990031468420302486,,(Aleph)003146842EMU01,(OCoLC)12499153,Bound Issue
990031469820302486,,(Aleph)003146982EMU01,(OCoLC)3448075,Bound Issue
990031471690302486,0559-6424,(Aleph)003147169EMU01,(OCoLC)3448112,Bound Issue
990031472320302486,,(Aleph)003147232EMU01,(OCoLC)3473984,Bound Issue
990031474520302486,0146-695X,(Aleph)003147452EMU01,(OCoLC)3005013,Bound Issue
990031474800302486,,(Aleph)003147480EMU01,(OCoLC)33818785,Bound Issue
990031475270302486,0037-5969,(Aleph)003147527EMU01,(OCoLC)1100612,Bound Issue
990031476200302486,,(Aleph)003147620EMU01,(OCoLC)15203591,Bound Issue
990031501030302486,,(Aleph)003150103EMU01,(OCoLC)808633563,Bound Issue
990031501430302486,0968-0977,(Aleph)003150143EMU01,(OCoLC)30505242,Bound Issue
990031501510302486,0146-3985,(Aleph)003150151EMU01,(OCoLC)2934559,Bound Issue
990031543860302486,,(Aleph)003154386EMU01,(OCoLC)808731872,Bound Issue
990031547670302486,0037-3141,(Aleph)003154767EMU01,(OCoLC)3450900,Bound Issue
990031548380302486,0145-3769,(Aleph)003154838EMU01,(OCoLC)2728364,Bound Issue
990031549300302486,,(Aleph)003154930EMU01,(OCoLC)3450942,Bound Issue
990031550260302486,0737-741X,(Aleph)003155026EMU01,(OCoLC)3451064,Bound Issue
990031551570302486,,(Aleph)003155157EMU01,(OCoLC)429220704,Bound Issue
990031552050302486,,(Aleph)003155205EMU01,(OCoLC)809198862,Bound Issue
990031567970302486,1983-6031,(Aleph)003156797EMU01,(OCoLC)320895685,Bound Issue
990031568450302486,0003-2476,(Aleph)003156845EMU01,(OCoLC)6098807,Bound Issue
990031568530302486,,(Aleph)003156853EMU01,(OCoLC)809778796,Bound Issue
990031568570302486,,(Aleph)003156857EMU01,(OCoLC)809791003,Bound Issue
990031568640302486,0023-883X,(Aleph)003156864EMU01,(OCoLC)1642567,Bound Issue
990031568670302486,,(Aleph)003156867EMU01,(OCoLC)809791092,Bound Issue
990031568690302486,1121-9696,(Aleph)003156869EMU01,(OCoLC)2001884,Bound Issue
990031570700302486,0569-4957,(Aleph)003157070EMU01,(OCoLC)1479942,Bound Issue
990031572510302486,1676-661X,(Aleph)003157251EMU01,(OCoLC)25014510,Bound Issue
990031591730302486,,(Aleph)003159173EMU01,(OCoLC)809852443,Bound Issue
990031591910302486,,(Aleph)003159191EMU01,(OCoLC)809858283,Bound Issue
990031596540302486,,(Aleph)003159654EMU01,(OCoLC)5002722,Bound Issue
990031596590302486,,(Aleph)003159659EMU01,(OCoLC)11073370,Bound Issue
990031596600302486,,(Aleph)003159660EMU01,(OCoLC)263601961,Bound Issue
990031596760302486,,(Aleph)003159676EMU01,(OCoLC)44952618,Bound Issue
990031597020302486,0260-8049,(Aleph)003159702EMU01,(OCoLC)17598122,Bound Issue
990031612210302486,0037-329X,(Aleph)003161221EMU01,(OCoLC)2878781,Bound Issue
990031615850302486,,(Aleph)003161585EMU01,(OCoLC)27370490,Bound Issue
990031616930302486,,(Aleph)003161693EMU01,(OCoLC)810933664,Bound Issue
990031617070302486,,(Aleph)003161707EMU01,(OCoLC)852253722,Bound Issue
990031617170302486,0885-8659,(Aleph)003161717EMU01,(OCoLC)8441686,Bound Issue
990031617400302486,0360-912X,(Aleph)003161740EMU01,(OCoLC)2244970,Bound Issue
990031617700302486,1846-8551,(Aleph)003161770EMU01,(OCoLC)432146740,Bound Issue
990031620690302486,0201-6133,(Aleph)003162069EMU01,(OCoLC)19681559,Bound Issue
990031620720302486,,(Aleph)003162072EMU01,(OCoLC)35446851,Bound Issue
990031620970302486,0454-0433; 0201-6133,(Aleph)003162097EMU01,(OCoLC)2263251,Bound Issue
990031691390302486,0362-0522,(Aleph)003169139EMU01,(OCoLC)648088041,Bound Issue
